province_state,country_region,date,confirmed,recovered,deaths
Ehime,Japan,2023-02-05,305343,,638
Fukui,Japan,2023-02-05,194817,,187
Fukuoka,Japan,2023-02-05,1556120,,3009
Fukushima,Japan,2023-02-05,391151,,723
Gifu,Japan,2023-02-05,525186,,1041
Gunma,Japan,2023-02-05,429224,,1015
Hiroshima,Japan,2023-02-05,779644,,1265
Hokkaido,Japan,2023-02-05,1314135,,4429
Hyogo,Japan,2023-02-05,1436717,,3653
Ibaraki,Japan,2023-02-05,622724,,1226
Ishikawa,Japan,2023-02-05,271331,,477
Iwate,Japan,2023-02-05,227665,,587
Kagawa,Japan,2023-02-05,245285,,572
Kagoshima,Japan,2023-02-05,430949,,827
Kanagawa,Japan,2023-02-05,2178972,,4056
Kochi,Japan,2023-02-05,161486,,548
Kumamoto,Japan,2023-02-05,524567,,1220
Kyoto,Japan,2023-02-05,664424,,1560
Mie,Japan,2023-02-05,445758,,982
Miyagi,Japan,2023-02-05,521953,,900
Miyazaki,Japan,2023-02-05,314193,,738
Nagano,Japan,2023-02-05,441434,,824
Nagasaki,Japan,2023-02-05,328948,,593
Nara,Japan,2023-02-05,338484,,788
Niigata,Japan,2023-02-05,441828,,383
Oita,Japan,2023-02-05,295268,,701
Okayama,Japan,2023-02-05,478544,,798
Okinawa,Japan,2023-02-05,572457,,881
Osaka,Japan,2023-02-05,2783296,,8132
Port Quarantine,Japan,2023-02-05,22118,,8
Saga,Japan,2023-02-05,256013,,457
Saitama,Japan,2023-02-05,1767853,,3643
Shiga,Japan,2023-02-05,364604,,626
Shimane,Japan,2023-02-05,161376,,272
Shizuoka,Japan,2023-02-05,841036,,1280
Tochigi,Japan,2023-02-05,409523,,988
Tokushima,Japan,2023-02-05,159823,,388
Tokyo,Japan,2023-02-05,4284992,,7717
Tottori,Japan,2023-02-05,136170,,245
Toyama,Japan,2023-02-05,229420,,302
Unknown,Japan,2023-02-05,173,,0
Wakayama,Japan,2023-02-05,231471,,492
Yamagata,Japan,2023-02-05,219719,,349
Yamaguchi,Japan,2023-02-05,302394,,700
Yamanashi,Japan,2023-02-05,184588,,369
Aichi,Japan,2022-02-25,307859,,1580
Akita,Japan,2022-02-25,9003,,32
Aomori,Japan,2022-02-25,20043,,58
Chiba,Japan,2022-02-25,258642,,1293
Ehime,Japan,2022-02-25,16189,,112
Fukui,Japan,2022-02-25,11721,,39
Fukuoka,Japan,2022-02-25,224370,,898
Fukushima,Japan,2022-02-25,23280,,184
Gifu,Japan,2022-02-25,50511,,267
Gunma,Japan,2022-02-25,50007,,244
Hiroshima,Japan,2022-02-25,72253,,378
Hokkaido,Japan,2022-02-25,165998,,1734
Hyogo,Japan,2022-02-25,250927,,1764
Ibaraki,Japan,2022-02-25,69306,,278
Ishikawa,Japan,2022-02-25,23280,,161
Iwate,Japan,2022-02-25,9752,,58
Kagawa,Japan,2022-02-25,17432,,71
Kagoshima,Japan,2022-02-25,29855,,119
Kanagawa,Japan,2022-02-25,433712,,1649
Kochi,Japan,2022-02-25,11482,,75
Kumamoto,Japan,2022-02-25,47085,,215
Kyoto,Japan,2022-02-25,119439,,406
Mie,Japan,2022-02-25,39202,,235
Miyagi,Japan,2022-02-25,38567,,138
Miyazaki,Japan,2022-02-25,17912,,85
Nagano,Japan,2022-02-25,30055,,142
Nagasaki,Japan,2022-02-25,25037,,107
Nara,Japan,2022-02-25,52268,,255
Niigata,Japan,2022-02-25,28229,,68
Oita,Japan,2022-02-25,22797,,98
Okayama,Japan,2022-02-25,46911,,186
Okinawa,Japan,2022-02-25,97798,,426
Osaka,Japan,2022-02-25,625452,,3814
Port Quarantine,Japan,2022-02-25,4463,,4
Saga,Japan,2022-02-25,22204,,60
Saitama,Japan,2022-02-25,300242,,1161
Shiga,Japan,2022-02-25,46548,,133
Shimane,Japan,2022-02-25,6109,,8
Shizuoka,Japan,2022-02-25,85024,,322
Tochigi,Japan,2022-02-25,43489,,176
Tokushima,Japan,2022-02-25,9939,,73
Tokyo,Japan,2022-02-25,962673,,3564
Tottori,Japan,2022-02-25,6323,,9
Toyama,Japan,2022-02-25,16322,,60
Unknown,Japan,2022-02-25,8,,0
Wakayama,Japan,2022-02-25,21770,,100
Yamagata,Japan,2022-02-25,11072,,64
Yamaguchi,Japan,2022-02-25,20347,,123
Yamanashi,Japan,2022-02-25,16244,,43
Aichi,Japan,2020-11-21,8686,6841,98
Akita,Japan,2020-11-21,74,68,0
Aomori,Japan,2020-11-21,280,255,6
Chiba,Japan,2020-11-21,6309,5361,85
Ehime,Japan,2020-11-21,186,111,6
Fukui,Japan,2020-11-21,300,256,11
Fukuoka,Japan,2020-11-21,5507,5228,105
Fukushima,Japan,2020-11-21,476,406,6
Gifu,Japan,2020-11-21,911,747,14
Gunma,Japan,2020-11-21,1033,916,20
Hiroshima,Japan,2020-11-21,738,674,6
Hokkaido,Japan,2020-11-21,6907,4246,138
Hyogo,Japan,2020-11-21,4640,3735,77
Ibaraki,Japan,2020-11-21,1205,873,20
Ishikawa,Japan,2020-11-21,833,775,49
Iwate,Japan,2020-11-21,127,33,0
Kagawa,Japan,2020-11-21,132,106,2
Kagoshima,Japan,2020-11-21,595,537,15
Kanagawa,Japan,2020-11-21,11199,9597,185
Kochi,Japan,2020-11-21,146,140,4
Kumamoto,Japan,2020-11-21,964,841,13
Kyoto,Japan,2020-11-21,2470,2160,34
Mie,Japan,2020-11-21,705,587,6
Miyagi,Japan,2020-11-21,1092,863,8
Miyazaki,Japan,2020-11-21,413,372,1
Nagano,Japan,2020-11-21,591,401,6
Nagasaki,Japan,2020-11-21,260,243,3
Nara,Japan,2020-11-21,969,758,11
Niigata,Japan,2020-11-21,295,201,0
Oita,Japan,2020-11-21,209,160,3
Okayama,Japan,2020-11-21,485,310,11
Okinawa,Japan,2020-11-21,3972,3517,70
Osaka,Japan,2020-11-21,17159,14124,257
Port Quarantine,Japan,2020-11-21,1421,514,1
Saga,Japan,2020-11-21,291,276,1
Saitama,Japan,2020-11-21,7501,6306,129
Shiga,Japan,2020-11-21,730,624,9
Shimane,Japan,2020-11-21,142,141,0
Shizuoka,Japan,2020-11-21,1176,768,4
Tochigi,Japan,2020-11-21,558,498,2
Tokushima,Japan,2020-11-21,178,161,9
Tokyo,Japan,2020-11-21,37355,32954,468
Tottori,Japan,2020-11-21,53,43,0
Toyama,Japan,2020-11-21,442,399,26
Unknown,Japan,2020-11-21,8,8,0
Wakayama,Japan,2020-11-21,379,297,4
Yamagata,Japan,2020-11-21,109,86,1
Yamaguchi,Japan,2020-11-21,344,223,2
Yamanashi,Japan,2020-11-21,316,241,6
,Japan,2020-01-23,1,,
Aichi,Japan,2021-08-08,56691,,1013
Akita,Japan,2021-08-08,1087,,21
Aomori,Japan,2021-08-08,2872,,32
Chiba,Japan,2021-08-08,56398,,736
Ehime,Japan,2021-08-08,3170,,77
Fukui,Japan,2021-08-08,1851,,36
Fukuoka,Japan,2021-08-08,44424,,541
Fukushima,Japan,2021-08-08,6481,,162
Gifu,Japan,2021-08-08,9946,,189
Gunma,Japan,2021-08-08,9801,,156
Hiroshima,Japan,2021-08-08,12840,,180
Hokkaido,Japan,2021-08-08,46765,,1428
Hyogo,Japan,2021-08-08,47217,,1320
Ibaraki,Japan,2021-08-08,14344,,170
Ishikawa,Japan,2021-08-08,5732,,119
Iwate,Japan,2021-08-08,2166,,47
Kagawa,Japan,2021-08-08,2573,,32
Kagoshima,Japan,2021-08-08,4421,,41
Kanagawa,Japan,2021-08-08,96753,,1009
Kochi,Japan,2021-08-08,2185,,29
Kumamoto,Japan,2021-08-08,7810,,122
Kyoto,Japan,2021-08-08,20251,,249
Mie,Japan,2021-08-08,6282,,115
Miyagi,Japan,2021-08-08,10559,,91
Miyazaki,Japan,2021-08-08,3474,,27
Nagano,Japan,2021-08-08,5688,,94
Nagasaki,Japan,2021-08-08,3767,,69
Nara,Japan,2021-08-08,9559,,134
Niigata,Japan,2021-08-08,4550,,54
Oita,Japan,2021-08-08,3932,,64
Okayama,Japan,2021-08-08,8935,,127
Okinawa,Japan,2021-08-08,28741,,240
Osaka,Japan,2021-08-08,122458,,2733
Port Quarantine,Japan,2021-08-08,3577,,4
Saga,Japan,2021-08-08,2982,,25
Saitama,Japan,2021-08-08,66120,,854
Shiga,Japan,2021-08-08,6678,,94
Shimane,Japan,2021-08-08,807,,2
Shizuoka,Japan,2021-08-08,12260,,157
Tochigi,Japan,2021-08-08,9314,,89
Tokushima,Japan,2021-08-08,1857,,63
Tokyo,Japan,2021-08-08,249285,,2311
Tottori,Japan,2021-08-08,988,,3
Toyama,Japan,2021-08-08,2581,,38
Unknown,Japan,2021-08-08,8,,0
Wakayama,Japan,2021-08-08,3233,,49
Yamagata,Japan,2021-08-08,2361,,48
Yamaguchi,Japan,2021-08-08,3444,,80
Yamanashi,Japan,2021-08-08,2862,,21
Aichi,Japan,2021-02-10,24961,22565,462
Akita,Japan,2021-02-10,269,231,4
Aomori,Japan,2021-02-10,790,694,14
Chiba,Japan,2021-02-10,24145,20026,320
Ehime,Japan,2021-02-10,1026,924,22
Fukui,Japan,2021-02-10,528,463,23
Fukuoka,Japan,2021-02-10,17077,14976,224
Fukushima,Japan,2021-02-10,1794,1595,60
Gifu,Japan,2021-02-10,4408,4061,85
Gunma,Japan,2021-02-10,4178,3746,79
Hiroshima,Japan,2021-02-10,4916,4632,96
Hokkaido,Japan,2021-02-10,18228,16496,628
Hyogo,Japan,2021-02-10,17382,15643,462
Ibaraki,Japan,2021-02-10,5249,4629,87
Ishikawa,Japan,2021-02-10,1598,1388,61
Iwate,Japan,2021-02-10,518,465,29
Kagawa,Japan,2021-02-10,706,593,17
Kagoshima,Japan,2021-02-10,1685,1582,21
Kanagawa,Japan,2021-02-10,42772,40274,591
Kochi,Japan,2021-02-10,864,832,17
Kumamoto,Japan,2021-02-10,3393,3163,67
Kyoto,Japan,2021-02-10,8825,7795,139
Mie,Japan,2021-02-10,2352,2052,40
Miyagi,Japan,2021-02-10,3529,3336,23
Miyazaki,Japan,2021-02-10,1902,1749,20
Nagano,Japan,2021-02-10,2345,2251,38
Nagasaki,Japan,2021-02-10,1576,1365,35
Nara,Japan,2021-02-10,3174,2960,44
Niigata,Japan,2021-02-10,976,875,12
Oita,Japan,2021-02-10,1242,1101,18
Okayama,Japan,2021-02-10,2422,2199,26
Okinawa,Japan,2021-02-10,7953,7278,96
Osaka,Japan,2021-02-10,45478,41257,1031
Port Quarantine,Japan,2021-02-10,2180,2122,2
Saga,Japan,2021-02-10,1003,937,7
Saitama,Japan,2021-02-10,27212,23424,443
Shiga,Japan,2021-02-10,2270,2014,35
Shimane,Japan,2021-02-10,284,266,0
Shizuoka,Japan,2021-02-10,4786,4446,88
Tochigi,Japan,2021-02-10,3919,3602,58
Tokushima,Japan,2021-02-10,418,354,15
Tokyo,Japan,2021-02-10,105092,97506,1075
Tottori,Japan,2021-02-10,208,183,2
Toyama,Japan,2021-02-10,887,835,27
Unknown,Japan,2021-02-10,8,8,0
Wakayama,Japan,2021-02-10,1118,1020,16
Yamagata,Japan,2021-02-10,531,467,14
Yamaguchi,Japan,2021-02-10,1338,1118,32
Yamanashi,Japan,2021-02-10,919,881,17
Aichi,Japan,2021-04-01,27477,26034,581
Akita,Japan,2021-04-01,285,271,6
Aomori,Japan,2021-04-01,1039,875,20
Chiba,Japan,2021-04-01,29754,27978,570
Ehime,Japan,2021-04-01,1399,1054,24
Fukui,Japan,2021-04-01,595,526,25
Fukuoka,Japan,2021-04-01,19053,18280,336
Fukushima,Japan,2021-04-01,2556,2130,111
Gifu,Japan,2021-04-01,4852,4698,120
Gunma,Japan,2021-04-01,5032,4728,99
Hiroshima,Japan,2021-04-01,5191,4964,104
Hokkaido,Japan,2021-04-01,21044,19443,752
Hyogo,Japan,2021-04-01,20323,18125,593
Ibaraki,Japan,2021-04-01,6772,6291,128
Ishikawa,Japan,2021-04-01,1919,1824,65
Iwate,Japan,2021-04-01,646,553,30
Kagawa,Japan,2021-04-01,849,754,19
Kagoshima,Japan,2021-04-01,1832,1772,30
Kanagawa,Japan,2021-04-01,48261,46447,783
Kochi,Japan,2021-04-01,916,888,19
Kumamoto,Japan,2021-04-01,3514,3407,75
Kyoto,Japan,2021-04-01,9574,9093,168
Mie,Japan,2021-04-01,2776,2632,70
Miyagi,Japan,2021-04-01,6213,4493,31
Miyazaki,Japan,2021-04-01,1962,1924,21
Nagano,Japan,2021-04-01,2827,2524,40
Nagasaki,Japan,2021-04-01,1638,1577,39
Nara,Japan,2021-04-01,3752,3438,57
Niigata,Japan,2021-04-01,1488,1256,17
Oita,Japan,2021-04-01,1314,1277,22
Okayama,Japan,2021-04-01,2703,2524,35
Okinawa,Japan,2021-04-01,9612,8663,129
Osaka,Japan,2021-04-01,52783,47421,1182
Port Quarantine,Japan,2021-04-01,2409,2280,3
Saga,Japan,2021-04-01,1211,1162,14
Saitama,Japan,2021-04-01,33005,30708,701
Shiga,Japan,2021-04-01,2794,2619,56
Shimane,Japan,2021-04-01,294,286,0
Shizuoka,Japan,2021-04-01,5741,5359,117
Tochigi,Japan,2021-04-01,4667,4361,71
Tokushima,Japan,2021-04-01,545,446,18
Tokyo,Japan,2021-04-01,120691,116012,1764
Tottori,Japan,2021-04-01,270,205,2
Toyama,Japan,2021-04-01,944,888,29
Unknown,Japan,2021-04-01,8,8,0
Wakayama,Japan,2021-04-01,1304,1156,18
Yamagata,Japan,2021-04-01,1000,617,17
Yamaguchi,Japan,2021-04-01,1422,1351,43
Yamanashi,Japan,2021-04-01,983,938,19
Aichi,Japan,2021-06-17,50285,46772,898
Akita,Japan,2021-06-17,764,730,20
Aomori,Japan,2021-06-17,2452,2372,30
Chiba,Japan,2021-06-17,38775,37124,698
Ehime,Japan,2021-06-17,2749,2648,74
Fukui,Japan,2021-06-17,1078,1014,34
Fukuoka,Japan,2021-06-17,35149,33203,511
Fukushima,Japan,2021-06-17,4741,4465,155
Gifu,Japan,2021-06-17,9136,8854,178
Gunma,Japan,2021-06-17,8000,7741,150
Hiroshima,Japan,2021-06-17,11318,10716,162
Hokkaido,Japan,2021-06-17,40788,36402,1331
Hyogo,Japan,2021-06-17,40795,38771,1268
Ibaraki,Japan,2021-06-17,10210,9747,160
Ishikawa,Japan,2021-06-17,3899,3684,115
Iwate,Japan,2021-06-17,1620,1463,46
Kagawa,Japan,2021-06-17,2079,1999,28
Kagoshima,Japan,2021-06-17,3563,3443,35
Kanagawa,Japan,2021-06-17,64954,62138,930
Kochi,Japan,2021-06-17,1702,1569,23
Kumamoto,Japan,2021-06-17,6437,6195,112
Kyoto,Japan,2021-06-17,16422,15798,232
Mie,Japan,2021-06-17,5163,5032,110
Miyagi,Japan,2021-06-17,9104,8865,85
Miyazaki,Japan,2021-06-17,3055,2983,26
Nagano,Japan,2021-06-17,4948,4835,89
Nagasaki,Japan,2021-06-17,3088,2913,69
Nara,Japan,2021-06-17,8011,7840,123
Niigata,Japan,2021-06-17,3387,3215,46
Oita,Japan,2021-06-17,3475,3348,60
Okayama,Japan,2021-06-17,7568,7125,123
Okinawa,Japan,2021-06-17,19939,17629,168
Osaka,Japan,2021-06-17,102148,95297,2563
Port Quarantine,Japan,2021-06-17,3050,2963,4
Saga,Japan,2021-06-17,2557,2535,24
Saitama,Japan,2021-06-17,45367,43408,826
Shiga,Japan,2021-06-17,5475,5155,88
Shimane,Japan,2021-06-17,563,539,1
Shizuoka,Japan,2021-06-17,8968,8418,144
Tochigi,Japan,2021-06-17,6750,6426,80
Tokushima,Japan,2021-06-17,1650,1567,62
Tokyo,Japan,2021-06-17,167936,161831,2174
Tottori,Japan,2021-06-17,467,453,2
Toyama,Japan,2021-06-17,1993,1881,37
Unknown,Japan,2021-06-17,8,8,0
Wakayama,Japan,2021-06-17,2656,2529,45
Yamagata,Japan,2021-06-17,2024,1923,47
Yamaguchi,Japan,2021-06-17,3091,2871,71
Yamanashi,Japan,2021-06-17,1884,1620,20
,Japan,2020-02-23,147,22,1
Aichi,Japan,2020-10-15,5622,5258,90
Akita,Japan,2020-10-15,59,58,0
Aomori,Japan,2020-10-15,57,36,1
Chiba,Japan,2020-10-15,4431,3986,75
Ehime,Japan,2020-10-15,115,108,6
Fukui,Japan,2020-10-15,250,234,11
Fukuoka,Japan,2020-10-15,5135,4943,99
Fukushima,Japan,2020-10-15,332,250,5
Gifu,Japan,2020-10-15,640,618,10
Gunma,Japan,2020-10-15,764,707,19
Hiroshima,Japan,2020-10-15,643,594,4
Hokkaido,Japan,2020-10-15,2449,2096,107
Hyogo,Japan,2020-10-15,2964,2738,59
Ibaraki,Japan,2020-10-15,719,658,19
Ishikawa,Japan,2020-10-15,787,718,47
Iwate,Japan,2020-10-15,26,23,0
Kagawa,Japan,2020-10-15,98,91,2
Kagoshima,Japan,2020-10-15,462,432,12
Kanagawa,Japan,2020-10-15,7767,7011,154
Kochi,Japan,2020-10-15,140,134,4
Kumamoto,Japan,2020-10-15,726,615,8
Kyoto,Japan,2020-10-15,1907,1753,27
Mie,Japan,2020-10-15,543,512,6
Miyagi,Japan,2020-10-15,508,452,2
Miyazaki,Japan,2020-10-15,366,344,1
Nagano,Japan,2020-10-15,319,315,3
Nagasaki,Japan,2020-10-15,241,233,3
Nara,Japan,2020-10-15,607,569,9
Niigata,Japan,2020-10-15,180,173,0
Oita,Japan,2020-10-15,158,155,2
Okayama,Japan,2020-10-15,168,152,1
Okinawa,Japan,2020-10-15,2831,2500,51
Osaka,Japan,2020-10-15,11361,10623,224
Port Quarantine,Japan,2020-10-15,1069,514,1
Saga,Japan,2020-10-15,247,248,0
Saitama,Japan,2020-10-15,5235,4674,102
Shiga,Japan,2020-10-15,520,496,8
Shimane,Japan,2020-10-15,140,140,0
Shizuoka,Japan,2020-10-15,572,556,2
Tochigi,Japan,2020-10-15,453,431,1
Tokushima,Japan,2020-10-15,149,140,9
Tokyo,Japan,2020-10-15,28433,25846,427
Tottori,Japan,2020-10-15,36,35,0
Toyama,Japan,2020-10-15,422,394,26
Unknown,Japan,2020-10-15,8,8,0
Wakayama,Japan,2020-10-15,254,235,4
Yamagata,Japan,2020-10-15,81,77,1
Yamaguchi,Japan,2020-10-15,209,199,2
Yamanashi,Japan,2020-10-15,199,190,6
Aichi,Japan,2022-12-02,1582166,,3095
Akita,Japan,2022-12-02,146688,,329
Aomori,Japan,2022-12-02,210163,,401
Chiba,Japan,2022-12-02,1094863,,2753
Ehime,Japan,2022-12-02,196104,,324
Fukui,Japan,2022-12-02,141163,,122
Fukuoka,Japan,2022-12-02,1179957,,2098
Fukushima,Japan,2022-12-02,271394,,351
Gifu,Japan,2022-12-02,366959,,697
Gunma,Japan,2022-12-02,304235,,614
Hiroshima,Japan,2022-12-02,537832,,875
Hokkaido,Japan,2022-12-02,1082592,,3348
Hyogo,Japan,2022-12-02,1117506,,2998
Ibaraki,Japan,2022-12-02,443437,,796
Ishikawa,Japan,2022-12-02,203151,,320
Iwate,Japan,2022-12-02,157993,,274
Kagawa,Japan,2022-12-02,170478,,329
Kagoshima,Japan,2022-12-02,322376,,561
Kanagawa,Japan,2022-12-02,1720926,,3179
Kochi,Japan,2022-12-02,114705,,332
Kumamoto,Japan,2022-12-02,371717,,698
Kyoto,Japan,2022-12-02,529768,,1175
Mie,Japan,2022-12-02,304073,,580
Miyagi,Japan,2022-12-02,369266,,535
Miyazaki,Japan,2022-12-02,217060,,405
Nagano,Japan,2022-12-02,315958,,487
Nagasaki,Japan,2022-12-02,238522,,352
Nara,Japan,2022-12-02,259038,,596
Niigata,Japan,2022-12-02,318700,,209
Oita,Japan,2022-12-02,201975,,408
Okayama,Japan,2022-12-02,333983,,466
Okinawa,Japan,2022-12-02,520727,,815
Osaka,Japan,2022-12-02,2300068,,6764
Port Quarantine,Japan,2022-12-02,22118,,8
Saga,Japan,2022-12-02,179305,,267
Saitama,Japan,2022-12-02,1381166,,2614
Shiga,Japan,2022-12-02,275151,,389
Shimane,Japan,2022-12-02,107181,,124
Shizuoka,Japan,2022-12-02,581749,,815
Tochigi,Japan,2022-12-02,287786,,592
Tokushima,Japan,2022-12-02,108913,,216
Tokyo,Japan,2022-12-02,3550343,,6215
Tottori,Japan,2022-12-02,83065,,113
Toyama,Japan,2022-12-02,169044,,203
Unknown,Japan,2022-12-02,173,,0
Wakayama,Japan,2022-12-02,160068,,298
Yamagata,Japan,2022-12-02,166921,,257
Yamaguchi,Japan,2022-12-02,197572,,428
Yamanashi,Japan,2022-12-02,127339,,196
Aichi,Japan,2022-05-15,512860,,2037
Akita,Japan,2022-05-15,28294,,65
Aomori,Japan,2022-05-15,53490,,101
Chiba,Japan,2022-05-15,436382,,1764
Ehime,Japan,2022-05-15,36450,,137
Fukui,Japan,2022-05-15,31127,,45
Fukuoka,Japan,2022-05-15,399079,,1237
Fukushima,Japan,2022-05-15,58475,,216
Gifu,Japan,2022-05-15,91673,,324
Gunma,Japan,2022-05-15,89803,,313
Hiroshima,Japan,2022-05-15,142126,,477
Hokkaido,Japan,2022-05-15,329440,,2023
Hyogo,Japan,2022-05-15,405144,,2215
Ibaraki,Japan,2022-05-15,151912,,433
Ishikawa,Japan,2022-05-15,49478,,193
Iwate,Japan,2022-05-15,31373,,86
Kagawa,Japan,2022-05-15,43929,,123
Kagoshima,Japan,2022-05-15,73983,,187
Kanagawa,Japan,2022-05-15,728435,,2164
Kochi,Japan,2022-05-15,24599,,108
Kumamoto,Japan,2022-05-15,89812,,286
Kyoto,Japan,2022-05-15,192174,,706
Mie,Japan,2022-05-15,76748,,287
Miyagi,Japan,2022-05-15,80391,,193
Miyazaki,Japan,2022-05-15,46552,,139
Nagano,Japan,2022-05-15,67762,,186
Nagasaki,Japan,2022-05-15,52919,,124
Nara,Japan,2022-05-15,87428,,382
Niigata,Japan,2022-05-15,66568,,91
Oita,Japan,2022-05-15,49000,,157
Okayama,Japan,2022-05-15,89640,,243
Okinawa,Japan,2022-05-15,188480,,455
Osaka,Japan,2022-05-15,935325,,4989
Port Quarantine,Japan,2022-05-15,4463,,4
Saga,Japan,2022-05-15,48992,,105
Saitama,Japan,2022-05-15,533076,,1522
Shiga,Japan,2022-05-15,85601,,217
Shimane,Japan,2022-05-15,15577,,15
Shizuoka,Japan,2022-05-15,158117,,404
Tochigi,Japan,2022-05-15,86571,,269
Tokushima,Japan,2022-05-15,20309,,80
Tokyo,Japan,2022-05-15,1491783,,4400
Tottori,Japan,2022-05-15,13686,,16
Toyama,Japan,2022-05-15,34604,,93
Unknown,Japan,2022-05-15,8,,0
Wakayama,Japan,2022-05-15,39275,,117
Yamagata,Japan,2022-05-15,25962,,90
Yamaguchi,Japan,2022-05-15,40224,,175
Yamanashi,Japan,2022-05-15,30652,,68
Aichi,Japan,2021-11-16,106794,,1158
Akita,Japan,2021-11-16,1925,,27
Aomori,Japan,2021-11-16,5897,,38
Chiba,Japan,2021-11-16,100412,,1026
Ehime,Japan,2021-11-16,5409,,82
Fukui,Japan,2021-11-16,3115,,38
Fukuoka,Japan,2021-11-16,74516,,622
Fukushima,Japan,2021-11-16,9486,,175
Gifu,Japan,2021-11-16,18894,,218
Gunma,Japan,2021-11-16,16828,,176
Hiroshima,Japan,2021-11-16,22143,,202
Hokkaido,Japan,2021-11-16,60942,,1472
Hyogo,Japan,2021-11-16,78631,,1396
Ibaraki,Japan,2021-11-16,24436,,219
Ishikawa,Japan,2021-11-16,7967,,129
Iwate,Japan,2021-11-16,3487,,53
Kagawa,Japan,2021-11-16,4702,,38
Kagoshima,Japan,2021-11-16,9102,,66
Kanagawa,Japan,2021-11-16,169096,,1312
Kochi,Japan,2021-11-16,4167,,33
Kumamoto,Japan,2021-11-16,14395,,136
Kyoto,Japan,2021-11-16,35953,,291
Mie,Japan,2021-11-16,14807,,163
Miyagi,Japan,2021-11-16,16275,,118
Miyazaki,Japan,2021-11-16,6137,,41
Nagano,Japan,2021-11-16,8883,,97
Nagasaki,Japan,2021-11-16,6118,,73
Nara,Japan,2021-11-16,15634,,149
Niigata,Japan,2021-11-16,8008,,61
Oita,Japan,2021-11-16,8186,,84
Okayama,Japan,2021-11-16,15465,,136
Okinawa,Japan,2021-11-16,50295,,398
Osaka,Japan,2021-11-16,202920,,3058
Port Quarantine,Japan,2021-11-16,4463,,4
Saga,Japan,2021-11-16,5865,,30
Saitama,Japan,2021-11-16,115740,,1054
Shiga,Japan,2021-11-16,12424,,104
Shimane,Japan,2021-11-16,1731,,5
Shizuoka,Japan,2021-11-16,26778,,209
Tochigi,Japan,2021-11-16,15469,,117
Tokushima,Japan,2021-11-16,3291,,65
Tokyo,Japan,2021-11-16,381990,,3158
Tottori,Japan,2021-11-16,1669,,5
Toyama,Japan,2021-11-16,4867,,52
Unknown,Japan,2021-11-16,8,,0
Wakayama,Japan,2021-11-16,5299,,62
Yamagata,Japan,2021-11-16,3551,,56
Yamaguchi,Japan,2021-11-16,5786,,93
Yamanashi,Japan,2021-11-16,5155,,29
Aichi,Japan,2021-01-11,19635,15634,256
Akita,Japan,2021-01-11,174,135,1
Aomori,Japan,2021-01-11,567,473,8
Chiba,Japan,2021-01-11,14567,9935,133
Ehime,Japan,2021-01-11,689,434,13
Fukui,Japan,2021-01-11,399,344,12
Fukuoka,Japan,2021-01-11,11561,8113,120
Fukushima,Japan,2021-01-11,1276,868,29
Gifu,Japan,2021-01-11,3087,2258,44
Gunma,Japan,2021-01-11,2908,2267,50
Hiroshima,Japan,2021-01-11,4134,2986,53
Hokkaido,Japan,2021-01-11,14841,12692,487
Hyogo,Japan,2021-01-11,12281,10293,266
Ibaraki,Japan,2021-01-11,3207,2409,41
Ishikawa,Japan,2021-01-11,1233,1005,53
Iwate,Japan,2021-01-11,432,342,25
Kagawa,Japan,2021-01-11,441,257,4
Kagoshima,Japan,2021-01-11,1260,975,15
Kanagawa,Japan,2021-01-11,28080,21854,297
Kochi,Japan,2021-01-11,734,645,12
Kumamoto,Japan,2021-01-11,2518,1742,35
Kyoto,Japan,2021-01-11,6079,4368,73
Mie,Japan,2021-01-11,1585,1242,20
Miyagi,Japan,2021-01-11,2655,2126,16
Miyazaki,Japan,2021-01-11,1324,767,11
Nagano,Japan,2021-01-11,1681,1172,16
Nagasaki,Japan,2021-01-11,1056,517,8
Nara,Japan,2021-01-11,2356,1933,28
Niigata,Japan,2021-01-11,679,505,3
Oita,Japan,2021-01-11,838,667,10
Okayama,Japan,2021-01-11,1859,1241,16
Okinawa,Japan,2021-01-11,5959,5280,87
Osaka,Japan,2021-01-11,34933,28376,629
Port Quarantine,Japan,2021-01-11,2029,1861,1
Saga,Japan,2021-01-11,606,464,3
Saitama,Japan,2021-01-11,18199,12553,235
Shiga,Japan,2021-01-11,1570,1117,16
Shimane,Japan,2021-01-11,233,207,0
Shizuoka,Japan,2021-01-11,3413,2460,46
Tochigi,Japan,2021-01-11,2616,1344,14
Tokushima,Japan,2021-01-11,230,188,10
Tokyo,Japan,2021-01-11,76231,56046,644
Tottori,Japan,2021-01-11,166,92,1
Toyama,Japan,2021-01-11,731,533,26
Unknown,Japan,2021-01-11,8,8,0
Wakayama,Japan,2021-01-11,777,616,8
Yamagata,Japan,2021-01-11,435,361,9
Yamaguchi,Japan,2021-01-11,719,556,3
Yamanashi,Japan,2021-01-11,755,546,11
Aichi,Japan,2023-02-24,2092128,,4238
Akita,Japan,2023-02-24,197826,,582
Aomori,Japan,2023-02-24,276901,,638
Chiba,Japan,2023-02-24,1451747,,3811
Ehime,Japan,2023-02-24,311837,,673
Fukui,Japan,2023-02-24,197861,,195
Fukuoka,Japan,2023-02-24,1574073,,3129
Fukushima,Japan,2023-02-24,397761,,810
Gifu,Japan,2023-02-24,535068,,1086
Gunma,Japan,2023-02-24,435520,,1061
