province_state,country_region,date,confirmed,recovered,deaths
Kochi,Japan,2021-09-10,3938,,31
Kumamoto,Japan,2021-09-10,13706,,132
Kyoto,Japan,2021-09-10,33742,,257
Mie,Japan,2021-09-10,13980,,146
Miyagi,Japan,2021-09-10,15643,,106
Miyazaki,Japan,2021-09-10,5898,,34
Nagano,Japan,2021-09-10,8315,,95
Nagasaki,Japan,2021-09-10,5718,,70
Nara,Japan,2021-09-10,14593,,143
Niigata,Japan,2021-09-10,7320,,58
Oita,Japan,2021-09-10,7705,,73
Okayama,Japan,2021-09-10,14622,,132
Okinawa,Japan,2021-09-10,46889,,271
Osaka,Japan,2021-09-10,188102,,2869
Port Quarantine,Japan,2021-09-10,4027,,4
Saga,Japan,2021-09-10,5572,,29
Saitama,Japan,2021-09-10,109415,,935
Shiga,Japan,2021-09-10,11681,,97
Shimane,Japan,2021-09-10,1514,,2
Shizuoka,Japan,2021-09-10,25302,,193
Tochigi,Japan,2021-09-10,14375,,105
Tokushima,Japan,2021-09-10,3046,,64
Tokyo,Japan,2021-09-10,364011,,2628
Tottori,Japan,2021-09-10,1579,,5
Toyama,Japan,2021-09-10,4661,,44
Unknown,Japan,2021-09-10,8,,0
Wakayama,Japan,2021-09-10,5016,,58
Yamagata,Japan,2021-09-10,3411,,53
Yamaguchi,Japan,2021-09-10,5382,,87
Yamanashi,Japan,2021-09-10,4860,,26
Aichi,Japan,2022-07-21,666238,,2115
Akita,Japan,2022-07-21,36886,,72
Aomori,Japan,2022-07-21,77091,,122
Chiba,Japan,2022-07-21,527802,,1820
Ehime,Japan,2022-07-21,58742,,145
Fukui,Japan,2022-07-21,46386,,48
Fukuoka,Japan,2022-07-21,534204,,1302
Fukushima,Japan,2022-07-21,74748,,228
Gifu,Japan,2022-07-21,125519,,355
Gunma,Japan,2022-07-21,112480,,329
Hiroshima,Japan,2022-07-21,187538,,507
Hokkaido,Japan,2022-07-21,407678,,2109
Hyogo,Japan,2022-07-21,509684,,2269
Ibaraki,Japan,2022-07-21,179449,,461
Ishikawa,Japan,2022-07-21,69284,,200
Iwate,Japan,2022-07-21,45363,,100
Kagawa,Japan,2022-07-21,58695,,137
Kagoshima,Japan,2022-07-21,118464,,219
Kanagawa,Japan,2022-07-21,891026,,2261
Kochi,Japan,2022-07-21,36491,,117
Kumamoto,Japan,2022-07-21,150524,,334
Kyoto,Japan,2022-07-21,242077,,762
Mie,Japan,2022-07-21,103075,,321
Miyagi,Japan,2022-07-21,108019,,205
Miyazaki,Japan,2022-07-21,73846,,153
Nagano,Japan,2022-07-21,88942,,206
Nagasaki,Japan,2022-07-21,80252,,134
Nara,Japan,2022-07-21,108448,,399
Niigata,Japan,2022-07-21,85985,,91
Oita,Japan,2022-07-21,74986,,176
Okayama,Japan,2022-07-21,116664,,254
Okinawa,Japan,2022-07-21,310368,,497
Osaka,Japan,2022-07-21,1170891,,5248
Port Quarantine,Japan,2022-07-21,4463,,4
Saga,Japan,2022-07-21,73861,,118
Saitama,Japan,2022-07-21,646104,,1669
Shiga,Japan,2022-07-21,109065,,224
Shimane,Japan,2022-07-21,35225,,34
Shizuoka,Japan,2022-07-21,212338,,429
Tochigi,Japan,2022-07-21,105804,,284
Tokushima,Japan,2022-07-21,29047,,86
Tokyo,Japan,2022-07-21,1845743,,4607
Tottori,Japan,2022-07-21,22907,,21
Toyama,Japan,2022-07-21,47311,,97
Unknown,Japan,2022-07-21,8,,0
Wakayama,Japan,2022-07-21,54735,,122
Yamagata,Japan,2022-07-21,35159,,99
Yamaguchi,Japan,2022-07-21,59414,,187
Yamanashi,Japan,2022-07-21,41074,,69
Aichi,Japan,2020-09-12,4871,4310,75
Akita,Japan,2020-09-12,50,49,0
Aomori,Japan,2020-09-12,35,32,1
Chiba,Japan,2020-09-12,3385,2989,67
Ehime,Japan,2020-09-12,114,107,6
Fukui,Japan,2020-09-12,244,184,8
Fukuoka,Japan,2020-09-12,4936,4238,78
Fukushima,Japan,2020-09-12,204,149,0
Gifu,Japan,2020-09-12,580,545,10
Gunma,Japan,2020-09-12,541,425,19
Hiroshima,Japan,2020-09-12,463,450,3
Hokkaido,Japan,2020-09-12,1862,1679,106
Hyogo,Japan,2020-09-12,2466,2240,55
Ibaraki,Japan,2020-09-12,609,534,15
Ishikawa,Japan,2020-09-12,730,595,42
Iwate,Japan,2020-09-12,23,19,0
Kagawa,Japan,2020-09-12,90,73,2
Kagoshima,Japan,2020-09-12,372,343,11
Kanagawa,Japan,2020-09-12,5893,5021,127
Kochi,Japan,2020-09-12,137,124,4
Kumamoto,Japan,2020-09-12,567,509,8
Kyoto,Japan,2020-09-12,1616,1474,25
Mie,Japan,2020-09-12,456,367,5
Miyagi,Japan,2020-09-12,302,211,2
Miyazaki,Japan,2020-09-12,363,329,1
Nagano,Japan,2020-09-12,295,272,1
Nagasaki,Japan,2020-09-12,235,219,3
Nara,Japan,2020-09-12,545,507,8
Niigata,Japan,2020-09-12,148,141,0
Oita,Japan,2020-09-12,158,141,2
Okayama,Japan,2020-09-12,146,145,1
Okinawa,Japan,2020-09-12,2283,2010,45
Osaka,Japan,2020-09-12,9527,8454,177
Port Quarantine,Japan,2020-09-12,850,514,1
Saga,Japan,2020-09-12,242,238,0
Saitama,Japan,2020-09-12,4270,3835,97
Shiga,Japan,2020-09-12,471,425,7
Shimane,Japan,2020-09-12,137,137,0
Shizuoka,Japan,2020-09-12,504,480,1
Tochigi,Japan,2020-09-12,338,302,1
Tokushima,Japan,2020-09-12,147,89,8
Tokyo,Japan,2020-09-12,22867,20019,382
Tottori,Japan,2020-09-12,31,22,0
Toyama,Japan,2020-09-12,408,364,25
Unknown,Japan,2020-09-12,8,8,0
Wakayama,Japan,2020-09-12,236,225,5
Yamagata,Japan,2020-09-12,78,76,1
Yamaguchi,Japan,2020-09-12,194,151,1
Yamanashi,Japan,2020-09-12,179,164,5
Aichi,Japan,2021-08-02,54527,51229,1008
Akita,Japan,2021-08-02,1024,960,20
Aomori,Japan,2021-08-02,2725,2567,32
Chiba,Japan,2021-08-02,50716,44405,734
Ehime,Japan,2021-08-02,2945,2731,77
Fukui,Japan,2021-08-02,1666,1402,36
Fukuoka,Japan,2021-08-02,40208,36176,538
Fukushima,Japan,2021-08-02,6022,5086,162
Gifu,Japan,2021-08-02,9633,9428,188
Gunma,Japan,2021-08-02,8942,8126,156
Hiroshima,Japan,2021-08-02,12247,11601,179
Hokkaido,Japan,2021-08-02,44908,41354,1426
Hyogo,Japan,2021-08-02,44631,41005,1316
Ibaraki,Japan,2021-08-02,12846,11249,169
Ishikawa,Japan,2021-08-02,5248,4199,119
Iwate,Japan,2021-08-02,2025,1835,47
Kagawa,Japan,2021-08-02,2335,2122,32
Kagoshima,Japan,2021-08-02,4019,3794,41
Kanagawa,Japan,2021-08-02,86363,75325,994
Kochi,Japan,2021-08-02,2112,1959,29
Kumamoto,Japan,2021-08-02,7116,6461,122
Kyoto,Japan,2021-08-02,18633,17061,249
Mie,Japan,2021-08-02,5831,5543,115
Miyagi,Japan,2021-08-02,10022,9521,91
Miyazaki,Japan,2021-08-02,3260,3098,27
Nagano,Japan,2021-08-02,5370,5100,94
Nagasaki,Japan,2021-08-02,3508,3240,69
Nara,Japan,2021-08-02,9035,8561,134
Niigata,Japan,2021-08-02,4103,3597,54
Oita,Japan,2021-08-02,3714,3476,64
Okayama,Japan,2021-08-02,8329,7612,127
Okinawa,Japan,2021-08-02,25419,22141,237
Osaka,Japan,2021-08-02,115480,104289,2722
Port Quarantine,Japan,2021-08-02,3527,3310,4
Saga,Japan,2021-08-02,2795,2641,25
Saitama,Japan,2021-08-02,58661,48762,852
Shiga,Japan,2021-08-02,6129,5647,93
Shimane,Japan,2021-08-02,771,641,2
Shizuoka,Japan,2021-08-02,11063,9642,157
Tochigi,Japan,2021-08-02,8474,7442,87
Tokushima,Japan,2021-08-02,1804,1658,63
Tokyo,Japan,2021-08-02,223289,193959,2293
Tottori,Japan,2021-08-02,840,559,2
Toyama,Japan,2021-08-02,2330,2084,38
Unknown,Japan,2021-08-02,8,8,0
Wakayama,Japan,2021-08-02,3045,2682,49
Yamagata,Japan,2021-08-02,2230,2038,48
Yamaguchi,Japan,2021-08-02,3312,3113,80
Yamanashi,Japan,2021-08-02,2506,2185,21
Aichi,Japan,2021-06-29,51092,48889,942
Akita,Japan,2021-06-29,862,750,20
Aomori,Japan,2021-06-29,2490,2412,30
Chiba,Japan,2021-06-29,40106,38281,704
Ehime,Japan,2021-06-29,2758,2668,74
Fukui,Japan,2021-06-29,1272,1064,34
Fukuoka,Japan,2021-06-29,35524,34429,524
Fukushima,Japan,2021-06-29,4882,4579,158
Gifu,Japan,2021-06-29,9256,9121,181
Gunma,Japan,2021-06-29,8038,7822,153
Hiroshima,Japan,2021-06-29,11489,11121,173
Hokkaido,Japan,2021-06-29,41288,38672,1394
Hyogo,Japan,2021-06-29,41048,39311,1286
Ibaraki,Japan,2021-06-29,10527,10071,164
Ishikawa,Japan,2021-06-29,3935,3770,116
Iwate,Japan,2021-06-29,1670,1571,46
Kagawa,Japan,2021-06-29,2095,2044,29
Kagoshima,Japan,2021-06-29,3613,3608,40
Kanagawa,Japan,2021-06-29,67249,64345,946
Kochi,Japan,2021-06-29,1823,1686,25
Kumamoto,Japan,2021-06-29,6493,6287,117
Kyoto,Japan,2021-06-29,16581,16154,239
Mie,Japan,2021-06-29,5252,5184,112
Miyagi,Japan,2021-06-29,9167,8959,90
Miyazaki,Japan,2021-06-29,3081,3019,26
Nagano,Japan,2021-06-29,5030,4939,90
Nagasaki,Japan,2021-06-29,3179,3019,69
Nara,Japan,2021-06-29,8203,7980,130
Niigata,Japan,2021-06-29,3403,3305,51
Oita,Japan,2021-06-29,3491,3397,63
Okayama,Japan,2021-06-29,7588,7385,126
Okinawa,Japan,2021-06-29,20798,19350,182
Osaka,Japan,2021-06-29,103279,98306,2664
Port Quarantine,Japan,2021-06-29,3128,3019,4
Saga,Japan,2021-06-29,2570,2551,25
Saitama,Japan,2021-06-29,46380,44428,832
Shiga,Japan,2021-06-29,5556,5358,90
Shimane,Japan,2021-06-29,565,548,1
Shizuoka,Japan,2021-06-29,9292,8816,149
Tochigi,Japan,2021-06-29,7008,6675,81
Tokushima,Japan,2021-06-29,1656,1584,62
Tokyo,Japan,2021-06-29,173288,166449,2215
Tottori,Japan,2021-06-29,482,455,2
Toyama,Japan,2021-06-29,2048,1952,38
Unknown,Japan,2021-06-29,8,8,0
Wakayama,Japan,2021-06-29,2681,2551,46
Yamagata,Japan,2021-06-29,2027,1961,48
Yamaguchi,Japan,2021-06-29,3134,2996,77
Yamanashi,Japan,2021-06-29,2100,1908,21
Aichi,Japan,2022-05-05,490785,,2024
Akita,Japan,2022-05-05,25873,,62
Aomori,Japan,2022-05-05,49994,,100
Chiba,Japan,2022-05-05,425688,,1750
Ehime,Japan,2022-05-05,34138,,137
Fukui,Japan,2022-05-05,28001,,45
Fukuoka,Japan,2022-05-05,378149,,1217
Fukushima,Japan,2022-05-05,53426,,216
Gifu,Japan,2022-05-05,86082,,324
Gunma,Japan,2022-05-05,85926,,309
Hiroshima,Japan,2022-05-05,130201,,467
Hokkaido,Japan,2022-05-05,302861,,2000
Hyogo,Japan,2022-05-05,389908,,2198
Ibaraki,Japan,2022-05-05,146295,,423
Ishikawa,Japan,2022-05-05,44833,,192
Iwate,Japan,2022-05-05,28582,,86
Kagawa,Japan,2022-05-05,40264,,120
Kagoshima,Japan,2022-05-05,67047,,184
Kanagawa,Japan,2022-05-05,709568,,2143
Kochi,Japan,2022-05-05,22163,,104
Kumamoto,Japan,2022-05-05,84044,,284
Kyoto,Japan,2022-05-05,183590,,705
Mie,Japan,2022-05-05,72540,,285
Miyagi,Japan,2022-05-05,75642,,190
Miyazaki,Japan,2022-05-05,41637,,133
Nagano,Japan,2022-05-05,63632,,181
Nagasaki,Japan,2022-05-05,48481,,123
Nara,Japan,2022-05-05,84418,,370
Niigata,Japan,2022-05-05,62120,,91
Oita,Japan,2022-05-05,45242,,156
Okayama,Japan,2022-05-05,82261,,240
Okinawa,Japan,2022-05-05,167589,,447
Osaka,Japan,2022-05-05,904431,,4964
Port Quarantine,Japan,2022-05-05,4463,,4
Saga,Japan,2022-05-05,45816,,104
Saitama,Japan,2022-05-05,517307,,1468
Shiga,Japan,2022-05-05,82004,,213
Shimane,Japan,2022-05-05,14260,,15
Shizuoka,Japan,2022-05-05,148998,,403
Tochigi,Japan,2022-05-05,82328,,266
Tokushima,Japan,2022-05-05,19053,,80
Tokyo,Japan,2022-05-05,1452884,,4351
Tottori,Japan,2022-05-05,12576,,14
Toyama,Japan,2022-05-05,32549,,92
Unknown,Japan,2022-05-05,8,,0
Wakayama,Japan,2022-05-05,36716,,117
Yamagata,Japan,2022-05-05,23849,,87
Yamaguchi,Japan,2022-05-05,37425,,173
Yamanashi,Japan,2022-05-05,29297,,67
,Japan,2020-03-13,701,118,19
Aichi,Japan,2022-04-25,474063,,2011
Akita,Japan,2022-04-25,23466,,54
Aomori,Japan,2022-04-25,46822,,94
Chiba,Japan,2022-04-25,414098,,1736
Ehime,Japan,2022-04-25,31862,,134
Fukui,Japan,2022-04-25,26173,,45
Fukuoka,Japan,2022-04-25,359571,,1192
Fukushima,Japan,2022-04-25,49698,,206
Gifu,Japan,2022-04-25,81895,,323
Gunma,Japan,2022-04-25,82070,,306
Hiroshima,Japan,2022-04-25,122084,,461
Hokkaido,Japan,2022-04-25,279661,,1985
Hyogo,Japan,2022-04-25,377716,,2181
Ibaraki,Japan,2022-04-25,140555,,415
Ishikawa,Japan,2022-04-25,41892,,189
Iwate,Japan,2022-04-25,26181,,84
Kagawa,Japan,2022-04-25,37682,,118
Kagoshima,Japan,2022-04-25,60782,,177
Kanagawa,Japan,2022-04-25,689654,,2123
Kochi,Japan,2022-04-25,20593,,104
Kumamoto,Japan,2022-04-25,79368,,277
Kyoto,Japan,2022-04-25,176987,,699
Mie,Japan,2022-04-25,69278,,284
Miyagi,Japan,2022-04-25,71789,,186
Miyazaki,Japan,2022-04-25,38043,,126
Nagano,Japan,2022-04-25,59885,,174
Nagasaki,Japan,2022-04-25,44162,,120
Nara,Japan,2022-04-25,82288,,365
Niigata,Japan,2022-04-25,58479,,91
Oita,Japan,2022-04-25,41773,,150
Okayama,Japan,2022-04-25,77376,,234
Okinawa,Japan,2022-04-25,153804,,447
Osaka,Japan,2022-04-25,880713,,4906
Port Quarantine,Japan,2022-04-25,4463,,4
Saga,Japan,2022-04-25,42677,,96
Saitama,Japan,2022-04-25,501989,,1430
Shiga,Japan,2022-04-25,79215,,211
Shimane,Japan,2022-04-25,13021,,14
Shizuoka,Japan,2022-04-25,143528,,398
Tochigi,Japan,2022-04-25,78013,,264
Tokushima,Japan,2022-04-25,18442,,79
Tokyo,Japan,2022-04-25,1415397,,4310
Tottori,Japan,2022-04-25,11773,,14
Toyama,Japan,2022-04-25,31472,,90
Unknown,Japan,2022-04-25,8,,0
Wakayama,Japan,2022-04-25,34833,,112
Yamagata,Japan,2022-04-25,22354,,85
Yamaguchi,Japan,2022-04-25,35640,,173
Yamanashi,Japan,2022-04-25,28075,,67
Aichi,Japan,2021-05-06,35266,30526,634
Akita,Japan,2021-05-06,542,405,9
Aomori,Japan,2021-05-06,1701,1386,24
Chiba,Japan,2021-05-06,33934,31889,627
Ehime,Japan,2021-05-06,2452,2086,49
Fukui,Japan,2021-05-06,921,780,33
Fukuoka,Japan,2021-05-06,25332,20903,369
Fukushima,Japan,2021-05-06,3646,3023,123
Gifu,Japan,2021-05-06,6158,5501,132
Gunma,Japan,2021-05-06,6408,5652,104
Hiroshima,Japan,2021-05-06,6491,5582,108
Hokkaido,Japan,2021-05-06,25517,22122,883
Hyogo,Japan,2021-05-06,33975,27573,719
Ibaraki,Japan,2021-05-06,8418,7769,135
Ishikawa,Japan,2021-05-06,2680,2193,80
Iwate,Japan,2021-05-06,1039,804,33
Kagawa,Japan,2021-05-06,1383,1114,23
Kagoshima,Japan,2021-05-06,2403,2028,30
Kanagawa,Japan,2021-05-06,54927,51864,822
Kochi,Japan,2021-05-06,1107,981,20
Kumamoto,Japan,2021-05-06,4417,3742,83
Kyoto,Japan,2021-05-06,13297,11231,189
Mie,Japan,2021-05-06,3989,3321,88
Miyagi,Japan,2021-05-06,8268,7696,71
Miyazaki,Japan,2021-05-06,2400,2043,22
Nagano,Japan,2021-05-06,3983,3657,69
Nagasaki,Japan,2021-05-06,2305,1865,43
Nara,Japan,2021-05-06,6555,5534,83
Niigata,Japan,2021-05-06,2455,2047,24
Oita,Japan,2021-05-06,2146,1567,28
Okayama,Japan,2021-05-06,4518,3157,50
Okinawa,Japan,2021-05-06,12864,11626,138
Osaka,Japan,2021-05-06,86628,63298,1601
Port Quarantine,Japan,2021-05-06,2792,2610,3
Saga,Japan,2021-05-06,1789,1497,15
Saitama,Japan,2021-05-06,39102,35671,747
Shiga,Japan,2021-05-06,3999,3304,64
Shimane,Japan,2021-05-06,374,329,0
Shizuoka,Japan,2021-05-06,6673,6163,122
Tochigi,Japan,2021-05-06,5494,5136,72
Tokushima,Japan,2021-05-06,1430,1070,46
Tokyo,Japan,2021-05-06,143602,134133,1887
Tottori,Japan,2021-05-06,384,332,2
Toyama,Japan,2021-05-06,1385,1194,30
Unknown,Japan,2021-05-06,8,8,0
Wakayama,Japan,2021-05-06,2304,1918,31
Yamagata,Japan,2021-05-06,1590,1356,36
Yamaguchi,Japan,2021-05-06,1952,1631,46
Yamanashi,Japan,2021-05-06,1270,1096,19
Aichi,Japan,2023-03-01,2095745,,4246
Akita,Japan,2023-03-01,198401,,585
Aomori,Japan,2023-03-01,277276,,639
Chiba,Japan,2023-03-01,1453802,,3837
Ehime,Japan,2023-03-01,312944,,678
Fukui,Japan,2023-03-01,198365,,195
Fukuoka,Japan,2023-03-01,1576538,,3143
Fukushima,Japan,2023-03-01,399231,,819
Gifu,Japan,2023-03-01,536638,,1092
Gunma,Japan,2023-03-01,436365,,1069
Hiroshima,Japan,2023-03-01,793661,,1332
Hokkaido,Japan,2023-03-01,1330531,,4515
Hyogo,Japan,2023-03-01,1458451,,3778
Ibaraki,Japan,2023-03-01,632838,,1269
Ishikawa,Japan,2023-03-01,276372,,492
Iwate,Japan,2023-03-01,232778,,606
Kagawa,Japan,2023-03-01,250532,,611
Kagoshima,Japan,2023-03-01,438359,,868
Kanagawa,Japan,2023-03-01,2203647,,4221
Kochi,Japan,2023-03-01,167750,,581
Kumamoto,Japan,2023-03-01,531351,,1281
Kyoto,Japan,2023-03-01,673080,,1632
Mie,Japan,2023-03-01,456111,,1032
Miyagi,Japan,2023-03-01,532080,,935
Miyazaki,Japan,2023-03-01,318151,,768
Nagano,Japan,2023-03-01,452448,,851
Nagasaki,Japan,2023-03-01,334286,,628
Nara,Japan,2023-03-01,343720,,842
Niigata,Japan,2023-03-01,450449,,431
Oita,Japan,2023-03-01,301007,,752
Okayama,Japan,2023-03-01,487679,,830
Okinawa,Japan,2023-03-01,575455,,920
Osaka,Japan,2023-03-01,2814285,,8368
Port Quarantine,Japan,2023-03-01,22118,,8
Saga,Japan,2023-03-01,259471,,485
Saitama,Japan,2023-03-01,1787270,,3847
Shiga,Japan,2023-03-01,371159,,663
Shimane,Japan,2023-03-01,165988,,293
Shizuoka,Japan,2023-03-01,859700,,1362
Tochigi,Japan,2023-03-01,418273,,1049
Tokushima,Japan,2023-03-01,164685,,407
Tokyo,Japan,2023-03-01,4317476,,7975
Tottori,Japan,2023-03-01,139899,,256
Toyama,Japan,2023-03-01,234849,,307
Unknown,Japan,2023-03-01,173,,0
Wakayama,Japan,2023-03-01,236880,,513
Yamagata,Japan,2023-03-01,223818,,355
Yamaguchi,Japan,2023-03-01,310638,,737
Yamanashi,Japan,2023-03-01,188457,,391
Aichi,Japan,2022-03-17,381670,,1888
Akita,Japan,2022-03-17,13135,,43
Aomori,Japan,2022-03-17,29593,,80
Chiba,Japan,2022-03-17,323717,,1559
Ehime,Japan,2022-03-17,21551,,125
Fukui,Japan,2022-03-17,18912,,41
Fukuoka,Japan,2022-03-17,275508,,1072
Fukushima,Japan,2022-03-17,30598,,189
Gifu,Japan,2022-03-17,61703,,303
Gunma,Japan,2022-03-17,62319,,274
Hiroshima,Japan,2022-03-17,86168,,434
Hokkaido,Japan,2022-03-17,201047,,1890
Hyogo,Japan,2022-03-17,309446,,2028
Ibaraki,Japan,2022-03-17,96671,,352
Ishikawa,Japan,2022-03-17,31307,,179
Iwate,Japan,2022-03-17,15243,,69
Kagawa,Japan,2022-03-17,25316,,96
Kagoshima,Japan,2022-03-17,37374,,157
Kanagawa,Japan,2022-03-17,548218,,1930
Kochi,Japan,2022-03-17,15169,,96
Kumamoto,Japan,2022-03-17,59084,,263
Kyoto,Japan,2022-03-17,144227,,571
Mie,Japan,2022-03-17,49762,,261
Miyagi,Japan,2022-03-17,50925,,166
Miyazaki,Japan,2022-03-17,22357,,114
Nagano,Japan,2022-03-17,37460,,158
Nagasaki,Japan,2022-03-17,31296,,114
Nara,Japan,2022-03-17,68195,,331
Niigata,Japan,2022-03-17,36110,,85
Oita,Japan,2022-03-17,28530,,122
Okayama,Japan,2022-03-17,57438,,220
Okinawa,Japan,2022-03-17,111684,,433
Osaka,Japan,2022-03-17,747882,,4425
Port Quarantine,Japan,2022-03-17,4463,,4
Saga,Japan,2022-03-17,28599,,74
Saitama,Japan,2022-03-17,380644,,1282
Shiga,Japan,2022-03-17,61865,,179
Shimane,Japan,2022-03-17,8096,,9
Shizuoka,Japan,2022-03-17,109632,,371
Tochigi,Japan,2022-03-17,54985,,227
Tokushima,Japan,2022-03-17,14559,,78
Tokyo,Japan,2022-03-17,1153712,,4021
Tottori,Japan,2022-03-17,8254,,11
Toyama,Japan,2022-03-17,24611,,71
Unknown,Japan,2022-03-17,8,,0
Wakayama,Japan,2022-03-17,26123,,107
Yamagata,Japan,2022-03-17,15315,,76
Yamaguchi,Japan,2022-03-17,26010,,157
Yamanashi,Japan,2022-03-17,20578,,61
Aichi,Japan,2022-02-09,220571,,1281
Akita,Japan,2022-02-09,5939,,27
Aomori,Japan,2022-02-09,13641,,46
Chiba,Japan,2022-02-09,187877,,1091
Ehime,Japan,2022-02-09,12709,,94
Fukui,Japan,2022-02-09,7548,,38
Fukuoka,Japan,2022-02-09,166541,,704
Fukushima,Japan,2022-02-09,17867,,178
Gifu,Japan,2022-02-09,36956,,235
Gunma,Japan,2022-02-09,38627,,207
Hiroshima,Japan,2022-02-09,59571,,282
Hokkaido,Japan,2022-02-09,122574,,1560
Hyogo,Japan,2022-02-09,181105,,1500
Ibaraki,Japan,2022-02-09,48379,,234
Ishikawa,Japan,2022-02-09,16974,,145
Iwate,Japan,2022-02-09,6051,,54
Kagawa,Japan,2022-02-09,11544,,48
Kagoshima,Japan,2022-02-09,22093,,88
Kanagawa,Japan,2022-02-09,317786,,1402
Kochi,Japan,2022-02-09,8051,,42
Kumamoto,Japan,2022-02-09,36243,,168
Kyoto,Japan,2022-02-09,87964,,317
Mie,Japan,2022-02-09,28951,,193
Miyagi,Japan,2022-02-09,27594,,124
Miyazaki,Japan,2022-02-09,14291,,55
Nagano,Japan,2022-02-09,22798,,113
Nagasaki,Japan,2022-02-09,18950,,83
Nara,Japan,2022-02-09,35457,,170
Niigata,Japan,2022-02-09,20772,,65
Oita,Japan,2022-02-09,17434,,88
Okayama,Japan,2022-02-09,35643,,150
Okinawa,Japan,2022-02-09,88482,,413
Osaka,Japan,2022-02-09,457385,,3278
Port Quarantine,Japan,2022-02-09,4463,,4
Saga,Japan,2022-02-09,15997,,37
Saitama,Japan,2022-02-09,218821,,1091
Shiga,Japan,2022-02-09,31714,,115
Shimane,Japan,2022-02-09,4890,,7
Shizuoka,Japan,2022-02-09,61711,,241
Tochigi,Japan,2022-02-09,31593,,134
Tokushima,Japan,2022-02-09,6384,,71
Tokyo,Japan,2022-02-09,740540,,3269
Tottori,Japan,2022-02-09,4491,,5
Toyama,Japan,2022-02-09,9797,,52
Unknown,Japan,2022-02-09,8,,0
Wakayama,Japan,2022-02-09,15609,,73
Yamagata,Japan,2022-02-09,8016,,58
Yamaguchi,Japan,2022-02-09,15995,,107
Yamanashi,Japan,2022-02-09,11864,,38
,Japan,2020-02-24,159,22,1
Aichi,Japan,2023-01-28,2045612,,3948
Akita,Japan,2023-01-28,193325,,551
Aomori,Japan,2023-01-28,272774,,613
Chiba,Japan,2023-01-28,1422262,,3483
Ehime,Japan,2023-01-28,300553,,608
Fukui,Japan,2023-01-28,192464,,182
Fukuoka,Japan,2023-01-28,1540520,,2933
Fukushima,Japan,2023-01-28,386211,,569
Gifu,Japan,2023-01-28,518064,,1015
Gunma,Japan,2023-01-28,424243,,984
Hiroshima,Japan,2023-01-28,769107,,1229
Hokkaido,Japan,2023-01-28,1305001,,4371
Hyogo,Japan,2023-01-28,1431753,,3591
Ibaraki,Japan,2023-01-28,613727,,1184
Ishikawa,Japan,2023-01-28,268308,,467
Iwate,Japan,2023-01-28,224927,,564
Kagawa,Japan,2023-01-28,241202,,554
Kagoshima,Japan,2023-01-28,425779,,796
Kanagawa,Japan,2023-01-28,2160479,,3961
Kochi,Japan,2023-01-28,158713,,536
Kumamoto,Japan,2023-01-28,519066,,1181
Kyoto,Japan,2023-01-28,658275,,1516
Mie,Japan,2023-01-28,438272,,927
Miyagi,Japan,2023-01-28,516318,,879
Miyazaki,Japan,2023-01-28,310831,,713
Nagano,Japan,2023-01-28,434672,,794
Nagasaki,Japan,2023-01-28,325244,,566
Nara,Japan,2023-01-28,334582,,770
Niigata,Japan,2023-01-28,437119,,364
Oita,Japan,2023-01-28,291519,,646
Okayama,Japan,2023-01-28,471789,,767
Okinawa,Japan,2023-01-28,570061,,873
Osaka,Japan,2023-01-28,2760605,,7927
Port Quarantine,Japan,2023-01-28,22118,,8
Saga,Japan,2023-01-28,253490,,441
Saitama,Japan,2023-01-28,1752920,,3526
Shiga,Japan,2023-01-28,359762,,612
Shimane,Japan,2023-01-28,158954,,264
Shizuoka,Japan,2023-01-28,825965,,1228
Tochigi,Japan,2023-01-28,403342,,961
Tokushima,Japan,2023-01-28,156985,,372
Tokyo,Japan,2023-01-28,4259150,,7560
Tottori,Japan,2023-01-28,134107,,236
Toyama,Japan,2023-01-28,226402,,297
Unknown,Japan,2023-01-28,173,,0
Wakayama,Japan,2023-01-28,228232,,472
Yamagata,Japan,2023-01-28,217723,,342
Yamaguchi,Japan,2023-01-28,297096,,675
Yamanashi,Japan,2023-01-28,181978,,340
Aichi,Japan,2022-06-13,555296,,2082
Akita,Japan,2022-06-13,31374,,70
Aomori,Japan,2022-06-13,60071,,104
Chiba,Japan,2022-06-13,455441,,1786
Ehime,Japan,2022-06-13,41631,,140
Fukui,Japan,2022-06-13,37113,,45
Fukuoka,Japan,2022-06-13,435947,,1264
Fukushima,Japan,2022-06-13,64966,,223
Gifu,Japan,2022-06-13,104147,,341
Gunma,Japan,2022-06-13,96210,,321
Hiroshima,Japan,2022-06-13,163242,,490
Hokkaido,Japan,2022-06-13,370795,,2079
Hyogo,Japan,2022-06-13,433402,,2239
Ibaraki,Japan,2022-06-13,161583,,441
Ishikawa,Japan,2022-06-13,58024,,197
Iwate,Japan,2022-06-13,36496,,94
Kagawa,Japan,2022-06-13,49558,,128
Kagoshima,Japan,2022-06-13,87618,,205
Kanagawa,Japan,2022-06-13,764751,,2217
Kochi,Japan,2022-06-13,28808,,113
Kumamoto,Japan,2022-06-13,102610,,296
Kyoto,Japan,2022-06-13,207104,,727
Mie,Japan,2022-06-13,84393,,306
Miyagi,Japan,2022-06-13,90156,,198
Miyazaki,Japan,2022-06-13,55449,,144
Nagano,Japan,2022-06-13,75624,,203
